Размер,Категория,Бренд,Материал сумок,Цвет,Длина ручки,Наличие пыльника,Состояние товара,Модель,Винтаж,Наличие коробки,Наличие сертификата,Ценовая категория,Метод производства,Легенда,Цена
INT M,Сумки с короткими ручками,CHRISTIAN DIOR PRE-OWNED,Кожа,Белый,Средние ручки,0,Хорошее состояние,Ordinary,1,0,0,Люксовые,Сделанные вручную,0,47000
INT U,Сумки через плечо,EMPORIO ARMANI,Искусственная кожа,Коричневый,Средние ручки,0,Новое с биркой,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,26530
INT S,Сумки через плечо,VALENTINO,Кожа,Черный,Длинный ремень,0,Хорошее состояние,Ordinary,0,0,0,Доступный люкс,Произведенные на фабрике,0,23000
INT S,Сумки тоут,CHRISTIAN DIOR PRE-OWNED,Ткань,Мульти,Короткие ручки,0,Новое с биркой,Ordinary,0,0,0,Люксовые,Сделанные вручную,0,185000
INT U,Сумки тоут,EMPORIO ARMANI,Другое,Серый,Короткие ручки,0,Новое с биркой,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,28630
INT M,Сумки через плечо,ULYANA SERGEENKO,Кожа,Черный,Длинный ремень,0,Отличное состояние,Ordinary,0,0,0,Люксовые,Произведенные на фабрике,0,90000
INT M,Сумки с короткими ручками,LOUIS VUITTON PRE-OWNED,Кожа,Черный,Длинный ремень,0,Отличное состояние,Ordinary,0,0,0,Люксовые,Произведенные на фабрике,0,200000
INT S,Сумки через плечо,TOD'S,Кожа,Белый,Длинный ремень,0,Отличное состояние,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,55000
INT XS,Сумки через плечо,BOTTEGA VENETA,Кожа,Черный,Средние ручки,0,Отличное состояние,Ordinary,0,0,0,Люксовые,Сделанные вручную,0,60000
INT M,Сумки тоут,COCCINELLE,Кожа,Коричневый,Средние ручки,0,Отличное состояние,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,15000
INT S,Сумки через плечо,KARL LAGERFELD,Искусственная кожа,Голубой,Длинный ремень,1,Новое с биркой,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,21000
INT M,Сумки через плечо,LOVE MOSCHINO,Другое,Черный,Длинный ремень,1,Отличное состояние,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,13000
INT S,Сумки через плечо,MARC JACOBS,Лакированная кожа,Фуксия,Длинный ремень,0,Отличное состояние,Ordinary,0,0,1,Дорогие,Произведенные на фабрике,0,35000
INT M,Сумки с короткими ручками,TRUSSARDI,Искусственная кожа,Черный,Средние ручки,1,Отличное состояние,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,10670
INT S,Клатчи и вечерние сумки,CEDRIC CHARLIER,Кожа,Черный,Короткие ручки,0,Хорошее состояние,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,13000
INT S,Сумки через плечо,WEEKEND MAX MARA,Кожа,Желтый,Длинный ремень,1,Новое с биркой,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,30000
INT M,Сумки через плечо,JACQUEMUS,Кожа,Фиолетовый,Длинный ремень,1,Отличное состояние,Ordinary,0,0,0,Доступный люкс,Завершенные вручную,0,55000
INT S,Рюкзаки,KARL LAGERFELD,Кожа,Черный,Средние ручки,1,Новое с биркой,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,24000
INT S,Сумки через плечо,MARC BY MARC JACOBS,Кожа,Черный,Длинный ремень,0,Отличное состояние,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,35000
INT M,Сумки через плечо,ZANELLATO,Плетение,Черный,Длинный ремень,0,Отличное состояние,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,60000
INT M,Сумки с короткими ручками,BVLGARI,Кожа,Коричневый,Короткие ручки,0,Отличное состояние,Ordinary,0,0,0,Экстремально люксовые,Произведенные на фабрике,0,180000
INT XS,Сумки через плечо,SALVATORE FERRAGAMO,Кожа,Темно-синий,Длинный ремень,0,Отличное состояние,Ordinary,0,0,0,Доступный люкс,Произведенные на фабрике,0,15000
INT M,Сумки через плечо,ZANELLATO,Кожа,Синий,Длинный ремень,0,Хорошее состояние,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,35000
INT S,Сумки через плечо,VIVIENNE WESTWOOD,Лакированная кожа,Розовый,Длинный ремень,0,Хорошее состояние,Ordinary,1,0,0,Дорогие,Произведенные на фабрике,0,65960
INT S,Сумки с короткими ручками,VIVIENNE WESTWOOD,Лакированная кожа,Золотой,Длинный ремень,0,Хорошее состояние,Ordinary,1,0,0,Дорогие,Произведенные на фабрике,0,72000
INT XS,Сумки через плечо,DIESEL,Кожа,Красный,Длинный ремень,0,Новое с биркой,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,48000
INT S,Клатчи и вечерние сумки,VIVIENNE WESTWOOD,Кожа,Черный,Короткие ручки,1,Новое с биркой,Ordinary,0,0,1,Дорогие,Произведенные на фабрике,0,55000
INT S,Сумки через плечо,GUCCI,Кожа,Серебряный,Длинный ремень,1,Отличное состояние,Ordinary,0,0,0,Люксовые,Завершенные вручную,0,213340
INT M,Сумки с короткими ручками,COACH,Кожа,Коричневый,Короткие ручки,0,Отличное состояние,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,25000
INT XS,Сумки с короткими ручками,YUZEFI,Кожа,Белый,Короткие ручки,1,Отличное состояние,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,16000
INT M,Сумки тоут,KARL LAGERFELD,Кожа,Красный,Длинный ремень,1,Новое с биркой,Ordinary,0,0,0,Доступные,Произведенные на фабрике,0,24000
INT S,Сумки через плечо,BALENCIAGA,Лакированная кожа,Белый,Длинный ремень,1,Хорошее состояние,Ordinary,0,0,0,Люксовые,Произведенные на фабрике,0,119000
INT S,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Золотой,Длинный ремень,1,Отличное состояние,Gabrielle,0,0,0,Люксовые,Произведенные на фабрике,1,613340
INT M,Сумки через плечо,BALENCIAGA,Кожа,Белый,Длинный ремень,1,Хорошее состояние,Ordinary,0,0,0,Люксовые,Произведенные на фабрике,0,101500
INT S,Сумки через плечо,FURLA,Кожа,Черный,Длинный ремень,1,Новое с биркой,Ordinary,0,0,0,Дорогие,Произведенные на фабрике,0,27000
INT S,Клатчи и вечерние сумки,GUCCI,Другое,Бежевый,Длинный ремень,0,Отличное состояние,Ordinary,0,0,0,Люксовые,Завершенные вручную,0,65000
INT M,Сумки через плечо,VALENTINO,Кожа,Белый,Длинный ремень,0,Новое с биркой,Ordinary,0,0,0,Доступный люкс,Произведенные на фабрике,0,140000
INT M,Сумки через плечо,CHRISTIAN DIOR PRE-OWNED,Кожа,Черный,Длинный ремень,0,Отличное состояние,j'adior,0,0,0,Люксовые,Сделанные вручную,1,89000
